jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
203,vasp_std,1,272,1,705,2020-11-17T20:47:00,2020-11-17T20:58:45,209.844,18673700,vasp,0.003676471,1,user_8
204,vasp_std,1,272,1,6608,2020-11-18T23:09:34,2020-11-19T00:59:42,265.258,29932300,vasp,0.003676471,1,user_8
205,vasp_std,1,272,1,3376,2020-11-20T11:05:04,2020-11-20T12:01:20,284.127,39451400,vasp,0.003676471,1,user_8
206,vasp_gam,1,272,1,2729,2020-11-20T14:40:47,2020-11-20T15:26:16,259.606,53030800,vasp,0.003676471,1,user_8
207,vasp_std,1,272,1,2577,2020-11-20T14:43:39,2020-11-20T15:26:36,279.967,44347800,vasp,0.003676471,1,user_8
208,vasp_std,1,272,1,2685,2020-11-20T14:55:15,2020-11-20T15:40:00,269.875,44668300,vasp,0.003676471,1,user_8
209,vasp_gam,1,272,1,5987,2020-11-20T18:22:02,2020-11-20T20:01:49,284.114,46534600,vasp,0.003676471,1,user_8
210,vasp_std,1,272,1,6702,2020-11-20T18:22:02,2020-11-20T20:13:44,264.202,55598900,vasp,0.003676471,1,user_8
211,vasp_std_knl,1,272,1,12532,2020-11-21T05:35:21,2020-11-21T09:04:13,285.241,68411700,vasp,0.003676471,1,user_8
212,vasp_std,1,272,1,2986,2020-11-21T20:02:12,2020-11-21T20:51:58,199.654,24969300,vasp,0.003676471,1,user_8
213,vasp_std,1,272,1,3224,2020-11-23T04:35:27,2020-11-23T05:29:11,206.029,15356200,vasp,0.003676471,1,user_8
214,vasp_std,1,272,1,2609,2020-11-23T04:35:27,2020-11-23T05:18:56,223.388,17652800,vasp,0.003676471,1,user_8
215,vasp_std,1,272,1,1167,2020-11-23T04:35:27,2020-11-23T04:54:54,202.626,25342400,vasp,0.003676471,1,user_8
216,vasp_std,1,272,1,663,2020-11-23T06:50:39,2020-11-23T07:01:42,219.66,20026200,vasp,0.003676471,1,user_8
217,vasp_std,1,272,1,4126,2020-11-23T06:51:14,2020-11-23T08:00:00,224.389,23575900,vasp,0.003676471,1,user_8
218,vasp_std,1,272,1,681,2020-11-23T07:42:03,2020-11-23T07:53:24,208.669,21548000,vasp,0.003676471,1,user_8
219,vasp_gam_fixed_c,1,272,1,1254,2020-11-23T08:22:34,2020-11-23T08:43:28,206.751,15236400,vasp,0.003676471,1,user_8
220,vasp_std,1,272,1,3832,2020-11-23T08:30:34,2020-11-23T09:34:26,225.003,21071200,vasp,0.003676471,1,user_8
221,vasp_std,1,272,1,4009,2020-11-23T11:55:11,2020-11-23T13:02:00,236.136,20770800,vasp,0.003676471,1,user_8
222,vasp_std,1,272,1,5775,2020-11-23T11:55:11,2020-11-23T13:31:26,244.936,23633000,vasp,0.003676471,1,user_8
223,vasp_std,1,272,1,2944,2020-11-23T11:55:11,2020-11-23T12:44:15,235.737,25479500,vasp,0.003676471,1,user_8
224,vasp_std,1,272,1,6017,2020-11-23T11:55:11,2020-11-23T13:35:28,234.31,24215800,vasp,0.003676471,1,user_8
225,vasp_std_cori_5.4.1,1,272,1,3340,2020-11-23T11:55:11,2020-11-23T12:50:51,231.719,22321700,vasp,0.003676471,1,user_8
226,vasp_std,1,272,1,6582,2020-11-23T21:38:08,2020-11-23T23:27:50,233.346,28114200,vasp,0.003676471,1,user_8
227,vasp_std,1,272,1,4539,2020-11-23T22:31:51,2020-11-23T23:47:30,217.432,20874300,vasp,0.003676471,1,user_8
228,vasp_std,1,272,1,4293,2020-11-24T12:50:39,2020-11-24T14:02:12,246.448,29163200,vasp,0.003676471,1,user_8
229,vasp_std,1,272,1,5543,2020-11-24T12:50:39,2020-11-24T14:23:02,243.309,24566900,vasp,0.003676471,1,user_8
230,vasp_gam,1,272,1,3611,2020-11-24T12:50:39,2020-11-24T13:50:50,228.924,21059800,vasp,0.003676471,1,user_8
231,vasp_std,1,272,1,710,2020-11-26T13:36:03,2020-11-26T13:47:53,230.959,17502600,vasp,0.003676471,1,user_8
232,vasp_std,1,272,1,1420,2020-11-26T13:42:38,2020-11-26T14:06:18,225.783,17839800,vasp,0.003676471,1,user_8
233,vasp_std,1,272,1,1078,2020-11-26T13:42:38,2020-11-26T14:00:36,216.788,16307400,vasp,0.003676471,1,user_8
234,vasp_std,1,272,1,1329,2020-11-26T13:42:38,2020-11-26T14:04:47,234.174,18178900,vasp,0.003676471,1,user_8
235,vasp_std,1,272,1,1951,2020-11-26T13:42:38,2020-11-26T14:15:09,246.902,18883600,vasp,0.003676471,1,user_8
236,vasp_std,1,272,1,748,2020-11-26T13:46:49,2020-11-26T13:59:17,235.372,18470000,vasp,0.003676471,1,user_8
237,vasp_std,1,272,1,3523,2020-11-26T15:32:33,2020-11-26T16:31:16,256.582,25554200,vasp,0.003676471,1,user_8
238,vasp_std,1,272,1,938,2020-11-26T15:39:13,2020-11-26T15:54:51,229.403,17705900,vasp,0.003676471,1,user_8
239,vasp_std,1,272,1,655,2020-11-26T15:39:13,2020-11-26T15:50:08,241.829,18428600,vasp,0.003676471,1,user_8
240,vasp_std,1,272,1,1362,2020-11-26T15:39:13,2020-11-26T16:01:55,233.212,17532100,vasp,0.003676471,1,user_8
241,vasp_std,1,272,1,2163,2020-11-26T16:00:10,2020-11-26T16:36:13,230.435,18222400,vasp,0.003676471,1,user_8
242,vasp_std,1,272,1,1023,2020-11-26T16:12:09,2020-11-26T16:29:12,229.759,17453800,vasp,0.003676471,1,user_8
243,vasp_std,1,272,1,2640,2020-11-26T16:16:02,2020-11-26T17:00:02,235.771,17843100,vasp,0.003676471,1,user_8
244,vasp_std,1,272,1,1958,2020-11-26T16:25:55,2020-11-26T16:58:33,254.97,21659400,vasp,0.003676471,1,user_8
245,vasp_std,1,272,1,1453,2020-11-26T16:25:55,2020-11-26T16:50:08,233.916,18265900,vasp,0.003676471,1,user_8
246,vasp_std,1,272,1,1280,2020-11-26T16:29:51,2020-11-26T16:51:11,236.479,18816400,vasp,0.003676471,1,user_8
247,vasp_std,1,272,1,851,2020-11-26T16:35:29,2020-11-26T16:49:40,237.016,17385900,vasp,0.003676471,1,user_8
248,vasp_std,1,272,1,1062,2020-11-26T16:39:36,2020-11-26T16:57:18,233.356,18666800,vasp,0.003676471,1,user_8
249,vasp_std,1,272,1,1439,2020-11-26T16:50:28,2020-11-26T17:14:27,222.589,18502700,vasp,0.003676471,1,user_8
250,vasp_std,1,272,1,2506,2020-11-26T16:51:03,2020-11-26T17:32:49,266.809,21396100,vasp,0.003676471,1,user_8
251,vasp_std,1,272,1,817,2020-11-26T17:10:30,2020-11-26T17:24:07,245.653,29337300,vasp,0.003676471,1,user_8
252,vasp_std,1,272,1,2391,2020-11-26T17:19:58,2020-11-26T17:59:49,266.006,21146100,vasp,0.003676471,1,user_8
253,vasp_std,1,272,1,1379,2020-11-26T17:19:58,2020-11-26T17:42:57,251.656,17272300,vasp,0.003676471,1,user_8
254,vasp_std,1,272,1,1761,2020-11-26T17:31:11,2020-11-26T18:00:32,245.281,33006800,vasp,0.003676471,1,user_8
255,vasp_std,1,272,1,1950,2020-11-26T17:31:11,2020-11-26T18:03:41,235.128,30464500,vasp,0.003676471,1,user_8
256,vasp_std,1,272,1,2868,2020-11-26T17:34:46,2020-11-26T18:22:34,243.875,31807900,vasp,0.003676471,1,user_8
257,vasp_std,1,272,1,1840,2020-11-26T17:40:10,2020-11-26T18:10:50,248.087,27274700,vasp,0.003676471,1,user_8
258,vasp_std,1,272,1,1773,2020-11-26T18:01:29,2020-11-26T18:31:02,241.126,31472100,vasp,0.003676471,1,user_8
259,vasp_std_knl,1,272,1,3446,2020-11-26T18:01:29,2020-11-26T18:58:55,259.45,33002900,vasp,0.003676471,1,user_8
260,vasp_std,1,272,1,1008,2020-11-26T20:46:38,2020-11-26T21:03:26,259.136,16088900,vasp,0.003676471,1,user_8
261,vasp_std,1,272,1,875,2020-11-27T09:19:56,2020-11-27T09:34:31,242.509,30251400,vasp,0.003676471,1,user_8
262,vasp_std,1,272,1,1100,2020-11-27T13:01:36,2020-11-27T13:19:56,241.171,36120500,vasp,0.003676471,1,user_8
263,vasp_gam,1,272,1,1332,2020-11-27T13:41:02,2020-11-27T14:03:14,250.284,36058800,vasp,0.003676471,1,user_8
264,vasp_std,1,272,1,1324,2020-11-27T14:06:43,2020-11-27T14:28:47,244.647,35674000,vasp,0.003676471,1,user_8
265,vasp_gam,1,272,1,1174,2020-11-27T14:10:50,2020-11-27T14:30:24,241.072,34807300,vasp,0.003676471,1,user_8
266,vasp_gam,1,272,1,1131,2020-11-27T14:45:35,2020-11-27T15:04:26,241.617,34874100,vasp,0.003676471,1,user_8
267,vasp_std,1,272,1,1257,2020-11-27T16:16:27,2020-11-27T16:37:24,260.042,36025600,vasp,0.003676471,1,user_8
268,vasp_std,1,272,1,1249,2020-11-27T16:42:25,2020-11-27T17:03:14,266.065,37233200,vasp,0.003676471,1,user_8
269,vasp_std,1,272,1,636,2020-11-27T18:09:53,2020-11-27T18:20:29,239.283,31696900,vasp,0.003676471,1,user_8
270,vasp_std,1,272,1,4504,2020-11-28T07:38:31,2020-11-28T08:53:35,286.328,51286100,vasp,0.003676471,1,user_8
271,vasp_std,1,272,1,4925,2020-11-28T08:50:10,2020-11-28T10:12:15,284.942,40702000,vasp,0.003676471,1,user_8
272,vasp_std,1,272,1,4718,2020-11-28T10:06:30,2020-11-28T11:25:08,290.508,55847100,vasp,0.003676471,1,user_8
273,vasp_std_knl,1,272,1,3738,2020-11-28T20:40:30,2020-11-28T21:42:48,284.196,52109100,vasp,0.003676471,1,user_8
274,vasp_std,1,272,1,6286,2020-11-28T22:34:50,2020-11-29T00:19:36,275.815,50237900,vasp,0.003676471,1,user_8
275,vasp_std,1,272,1,7126,2020-11-28T22:36:09,2020-11-29T00:34:55,281.485,50062600,vasp,0.003676471,1,user_8
276,vasp_std,1,272,1,7250,2020-11-29T02:56:47,2020-11-29T04:57:37,288.668,50252000,vasp,0.003676471,1,user_8
277,vasp_std,1,272,1,2853,2020-11-29T04:03:41,2020-11-29T04:51:14,285.721,49715300,vasp,0.003676471,1,user_8
278,vasp_std,1,272,1,3835,2020-11-29T04:31:03,2020-11-29T05:34:58,278.004,51654500,vasp,0.003676471,1,user_8
279,vasp_std_knl,1,272,1,10247,2020-11-29T04:50:48,2020-11-29T07:41:35,295.217,58041100,vasp,0.003676471,1,user_8
280,vasp_std,1,272,1,6387,2020-11-29T08:10:16,2020-11-29T09:56:43,277.365,41587200,vasp,0.003676471,1,user_8
281,vasp_std,1,272,1,4060,2020-11-29T17:51:52,2020-11-29T18:59:32,289.455,50380100,vasp,0.003676471,1,user_8
282,vasp_gam,1,272,1,3341,2020-11-29T21:14:46,2020-11-29T22:10:27,278.781,44402000,vasp,0.003676471,1,user_8
283,vasp_gam,1,272,1,4380,2020-11-29T23:38:45,2020-11-30T00:51:45,297.929,54486100,vasp,0.003676471,1,user_8
284,vasp_std,1,272,1,5210,2020-11-30T01:28:04,2020-11-30T02:54:54,290.64,62016500,vasp,0.003676471,1,user_8
285,vasp_std,1,272,1,4048,2020-11-30T01:28:04,2020-11-30T02:35:32,287.358,52012800,vasp,0.003676471,1,user_8
286,vasp_std,2,544,2,1386,2020-11-30T06:30:35,2020-11-30T06:53:41,255.74,53574400,vasp,0.003676471,1,user_8
287,vasp_gam,1,272,1,3698,2020-11-30T13:19:57,2020-11-30T14:21:35,285.779,51049400,vasp,0.003676471,1,user_8
288,vasp_std,1,272,1,3169,2020-12-01T07:27:22,2020-12-01T08:20:11,288.791,46532300,vasp,0.003676471,1,user_8
289,vasp_std,1,272,1,3678,2020-12-01T13:44:26,2020-12-01T14:45:44,294.564,51410300,vasp,0.003676471,1,user_8
290,vasp_gam,1,272,1,2195,2020-12-01T16:21:51,2020-12-01T16:58:26,284.051,44259400,vasp,0.003676471,1,user_8
291,vasp_std,1,272,1,1361,2020-12-03T06:44:56,2020-12-03T07:07:37,189.906,4121390,vasp,0.003676471,1,user_8
292,vasp_std_knl,1,272,1,743,2020-12-04T19:23:45,2020-12-04T19:36:08,252.094,23023300,vasp,0.003676471,1,user_8
293,vasp_std,1,272,1,8817,2020-12-05T16:45:57,2020-12-05T19:12:54,287.568,71081100,vasp,0.003676471,1,user_8
294,vasp_std,2,544,2,5038,2020-12-14T21:52:35,2020-12-14T23:16:33,278.456,27340100,vasp,0.003676471,1,user_8
295,vasp_std,2,544,2,2699,2020-12-14T21:52:35,2020-12-14T22:37:34,271.866,25772500,vasp,0.003676471,1,user_8
296,vasp_std,2,544,2,1901,2020-12-14T21:52:35,2020-12-14T22:24:16,269.65,25555200,vasp,0.003676471,1,user_8
297,vasp_std_cori_5.4.1,2,544,2,5789,2020-12-14T21:52:35,2020-12-14T23:29:04,278.842,27020800,vasp,0.003676471,1,user_8
298,vasp_gam,2,544,2,5759,2020-12-14T21:52:35,2020-12-14T23:28:34,283.979,27099700,vasp,0.003676471,1,user_8
299,vasp_std_cori_5.4.1,2,544,2,4597,2020-12-14T21:52:35,2020-12-14T23:09:12,278.88,27567000,vasp,0.003676471,1,user_8
300,vasp_std,2,544,2,3915,2020-12-14T21:55:44,2020-12-14T23:00:59,273.133,27422400,vasp,0.003676471,1,user_8
301,vasp_std,2,544,2,2760,2020-12-14T21:55:44,2020-12-14T22:41:44,266.588,26674600,vasp,0.003676471,1,user_8
302,vasp_gam,2,544,2,4929,2020-12-14T22:07:06,2020-12-14T23:29:15,280.187,26741800,vasp,0.003676471,1,user_8
303,vasp_std,2,544,2,711,2020-12-14T22:07:06,2020-12-14T22:18:57,261.362,24506000,vasp,0.003676471,1,user_8
304,vasp_std,2,544,2,1775,2020-12-14T22:07:06,2020-12-14T22:36:41,271.599,25869600,vasp,0.003676471,1,user_8
305,vasp_gam,2,544,2,1641,2020-12-14T22:07:06,2020-12-14T22:34:27,266.994,28394400,vasp,0.003676471,1,user_8
306,vasp_ncl,2,544,2,2954,2020-12-14T22:07:06,2020-12-14T22:56:20,267.043,26495000,vasp,0.003676471,1,user_8
307,vasp_std,2,544,2,642,2020-12-14T22:07:06,2020-12-14T22:17:48,251.31,25206000,vasp,0.003676471,1,user_8
308,vasp_neb_knl,2,544,2,694,2020-12-14T22:07:06,2020-12-14T22:18:40,256.925,24319300,vasp,0.003676471,1,user_8
309,vasp_neb_knl,2,544,2,2307,2020-12-14T22:07:06,2020-12-14T22:45:33,274.839,28314900,vasp,0.003676471,1,user_8
310,vasp_std,2,544,2,6342,2020-12-14T22:07:06,2020-12-14T23:52:48,284.076,29523900,vasp,0.003676471,1,user_8
311,vasp_std,2,544,2,733,2020-12-14T22:07:06,2020-12-14T22:19:19,260.653,25176600,vasp,0.003676471,1,user_8
312,vasp_std,2,544,2,654,2020-12-14T22:07:06,2020-12-14T22:18:00,252.066,24381300,vasp,0.003676471,1,user_8
313,vasp_std,2,544,2,1306,2020-12-14T22:07:06,2020-12-14T22:28:52,270.239,26094800,vasp,0.003676471,1,user_8
314,vasp_std,2,544,2,819,2020-12-14T22:07:06,2020-12-14T22:20:45,265.372,26448100,vasp,0.003676471,1,user_8
315,vasp_std,2,544,2,711,2020-12-14T22:07:06,2020-12-14T22:18:57,254.335,25121800,vasp,0.003676471,1,user_8
316,vasp_std,2,544,2,2728,2020-12-14T22:07:06,2020-12-14T22:52:34,273.184,32459400,vasp,0.003676471,1,user_8
317,vasp_std,1,272,1,2764,2020-12-19T15:22:18,2020-12-19T16:08:22,200.748,4802890,vasp,0.003676471,1,user_8
318,vasp_std,1,272,1,1356,2020-12-21T19:00:51,2020-12-21T19:23:27,286.145,38235600,vasp,0.003676471,1,user_8
319,vasp_std,1,272,1,1265,2020-12-21T19:00:51,2020-12-21T19:21:56,282.819,35778000,vasp,0.003676471,1,user_8
320,vasp_std,1,272,1,2616,2020-12-21T19:12:22,2020-12-21T19:55:58,275.801,32898700,vasp,0.003676471,1,user_8
321,vasp_std,1,272,1,2529,2020-12-21T19:12:22,2020-12-21T19:54:31,277.449,33930900,vasp,0.003676471,1,user_8
322,vasp_std,1,272,1,723,2020-12-22T00:42:40,2020-12-22T00:54:43,274.902,38232700,vasp,0.003676471,1,user_8
323,vasp_std,1,272,1,1524,2020-12-22T00:42:40,2020-12-22T01:08:04,289.313,33401000,vasp,0.003676471,1,user_8
324,vasp_gam,1,272,1,2133,2020-12-22T14:18:39,2020-12-22T14:54:12,280.566,36010300,vasp,0.003676471,1,user_8
325,vasp_std,1,272,1,3177,2020-12-22T14:23:50,2020-12-22T15:16:47,241.478,6620120,vasp,0.003676471,1,user_8
326,vasp_gam_fixed_c,1,272,1,3213,2020-12-22T18:06:24,2020-12-22T18:59:57,229.62,6634440,vasp,0.003676471,1,user_8
327,vasp_std,1,272,1,2777,2020-12-22T23:29:41,2020-12-23T00:15:58,249.008,7671530,vasp,0.003676471,1,user_8
328,vasp_std,1,272,1,2082,2020-12-22T23:29:42,2020-12-23T00:04:24,279.529,42587700,vasp,0.003676471,1,user_8
329,sm_chroma,1,272,1,3209,2020-11-11T11:15:47,2020-11-11T12:09:16,285.034,42242300,chroma,0.003676471,1,user_8
330,sm_chroma,1,272,1,2327,2020-11-23T08:02:55,2020-11-23T08:41:42,212.485,19781800,chroma,0.003676471,1,user_8
331,sm_chroma,1,272,1,708,2020-11-23T08:22:33,2020-11-23T08:34:21,216.559,18777100,chroma,0.003676471,1,user_8
332,chroma,1,272,1,650,2020-11-27T18:18:08,2020-11-27T18:28:58,256.215,33117600,chroma,0.003676471,1,user_8
333,chroma,1,272,1,3709,2020-11-29T23:38:45,2020-11-30T00:40:34,292.403,55590500,chroma,0.003676471,1,user_8
334,chroma,1,272,1,769,2020-12-19T11:13:29,2020-12-19T11:26:18,238.926,19182400,chroma,0.003676471,1,user_8
335,sm_chroma,1,272,1,3127,2020-12-19T15:15:31,2020-12-19T16:07:38,214.476,5073310,chroma,0.003676471,1,user_8
336,sm_chroma,1,272,1,1770,2020-12-21T18:56:16,2020-12-21T19:25:46,284.999,36066000,chroma,0.003676471,1,user_8
337,sm_chroma,1,272,1,2338,2020-12-21T19:16:19,2020-12-21T19:55:17,271.657,34353200,chroma,0.003676471,1,user_8
338,sm_chroma,1,272,1,1478,2020-12-23T02:34:11,2020-12-23T02:58:49,286.09,45131700,chroma,0.003676471,1,user_8
339,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,628,2020-11-09T11:00:58,2020-11-09T11:11:26,290.32,37440100,su3,0.003676471,1,user_8
340,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2714,2020-11-17T07:57:22,2020-11-17T08:42:36,216.86,26715200,su3,0.003676471,1,user_8
341,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2113,2020-11-17T17:58:20,2020-11-17T18:33:33,287.856,37088700,su3,0.003676471,1,user_8
342,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,4275,2020-11-30T18:31:46,2020-11-30T19:43:01,295.173,57779000,su3,0.003676471,1,user_8
343,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,678,2020-12-14T14:00:09,2020-12-14T14:11:27,243.006,23228500,su3,0.003676471,1,user_8
344,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,2,544,2,4780,2020-12-14T17:27:19,2020-12-14T18:46:59,258.943,24547000,su3,0.003676471,1,user_8
345,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,1925,2020-12-22T15:47:12,2020-12-22T16:19:17,243.133,6282330,su3,0.003676471,1,user_8
346,pw.x,1,272,1,1176,2020-11-02T07:53:11,2020-11-02T08:12:47,288.77,65251900,pw,0.003676471,1,user_8
347,pw.x,1,272,1,7247,2020-11-02T07:59:09,2020-11-02T09:59:56,303.314,67594300,pw,0.003676471,1,user_8
348,pw2bgw.x,1,272,1,1668,2020-11-02T09:27:46,2020-11-02T09:55:34,289.687,69552900,bgw,0.003676471,1,user_8
349,pw.x,1,272,1,673,2020-11-03T08:01:35,2020-11-03T08:12:48,237.174,29616400,pw,0.003676471,1,user_8
350,pw.x,1,272,1,616,2020-11-03T08:02:48,2020-11-03T08:13:04,137.947,11553100,pw,0.003676471,1,user_8
351,pw.x,1,272,1,1345,2020-11-03T08:12:49,2020-11-03T08:35:14,137.78,11694000,pw,0.003676471,1,user_8
352,pw2bgw.x,1,272,1,800,2020-11-03T13:41:59,2020-11-03T13:55:19,217.398,37522600,bgw,0.003676471,1,user_8
353,pw.x,1,272,1,764,2020-11-03T13:41:59,2020-11-03T13:54:43,204.869,42340500,pw,0.003676471,1,user_8
354,pw.x,1,272,1,1777,2020-11-03T13:41:59,2020-11-03T14:11:36,230.483,42561600,pw,0.003676471,1,user_8
355,pw2bgw.x,1,272,1,782,2020-11-03T13:41:59,2020-11-03T13:55:01,234.142,37847900,bgw,0.003676471,1,user_8
356,pw.x,1,272,1,838,2020-11-03T13:41:59,2020-11-03T13:55:57,215.12,39489700,pw,0.003676471,1,user_8
357,pw2bgw.x,1,272,1,961,2020-11-04T05:29:26,2020-11-04T05:45:27,268.947,23312400,bgw,0.003676471,1,user_8
358,pw.x,1,272,1,5667,2020-11-06T12:49:20,2020-11-06T14:23:47,292.888,42644100,pw,0.003676471,1,user_8
359,pw.x,1,272,1,2282,2020-11-07T07:59:57,2020-11-07T08:37:59,288.239,35832900,pw,0.003676471,1,user_8
360,pw.x,1,272,1,6434,2020-11-07T08:51:37,2020-11-07T10:38:51,285.735,53314500,pw,0.003676471,1,user_8
361,pw.x,1,272,1,7011,2020-11-07T08:51:37,2020-11-07T10:48:28,278.96,52982200,pw,0.003676471,1,user_8
362,pw.x,1,272,1,2377,2020-11-08T06:11:05,2020-11-08T06:50:42,286.573,31222300,pw,0.003676471,1,user_8
363,pw.x,1,272,1,2756,2020-11-08T06:11:05,2020-11-08T06:57:01,283.48,25096000,pw,0.003676471,1,user_8
364,pw.x,1,272,1,716,2020-11-08T09:49:45,2020-11-08T10:01:41,288.944,42656700,pw,0.003676471,1,user_8
365,pw.x,1,272,1,2110,2020-11-08T19:38:47,2020-11-08T20:13:57,277.305,32303200,pw,0.003676471,1,user_8
366,pw.x,1,272,1,2199,2020-11-08T19:38:47,2020-11-08T20:15:26,281.403,34279900,pw,0.003676471,1,user_8
367,pw.x,1,272,1,2884,2020-11-08T19:38:47,2020-11-08T20:26:51,284.729,37926900,pw,0.003676471,1,user_8
368,pw.x,1,272,1,2197,2020-11-09T08:24:10,2020-11-09T09:00:47,276.844,32394300,pw,0.003676471,1,user_8
369,pw.x,1,272,1,6149,2020-11-14T16:41:54,2020-11-14T18:24:23,226.07,31922900,pw,0.003676471,1,user_8
370,pw.x,1,272,1,699,2020-11-15T18:44:24,2020-11-15T18:56:03,273.696,27660300,pw,0.003676471,1,user_8
371,pw.x,1,272,1,2450,2020-11-15T18:44:24,2020-11-15T19:25:14,282.051,62564500,pw,0.003676471,1,user_8
372,pw.x,1,272,1,5610,2020-11-16T01:06:35,2020-11-16T02:40:05,230.937,33324300,pw,0.003676471,1,user_8
373,pw.x,1,272,1,897,2020-11-17T14:43:20,2020-11-17T14:58:17,275.683,33480700,pw,0.003676471,1,user_8
374,pw.x,1,272,1,2399,2020-11-20T10:16:33,2020-11-20T10:56:32,282.076,39276800,pw,0.003676471,1,user_8
375,pw.x,1,272,1,3272,2020-11-20T11:50:02,2020-11-20T12:44:34,282.005,41923300,pw,0.003676471,1,user_8
376,pw.x,1,272,1,3832,2020-11-20T17:20:39,2020-11-20T18:24:31,271.566,45809000,pw,0.003676471,1,user_8
377,pw.x,1,272,1,2306,2020-11-20T19:31:57,2020-11-20T20:10:23,275.382,41635600,pw,0.003676471,1,user_8
378,pw.x,1,272,1,606,2020-11-21T08:28:30,2020-11-21T08:38:36,216.95,13184800,pw,0.003676471,1,user_8
379,pw.x,1,272,1,1492,2020-11-23T04:35:27,2020-11-23T05:00:19,207.157,15971600,pw,0.003676471,1,user_8
380,pw2bgw.x,1,272,1,1816,2020-11-23T04:35:27,2020-11-23T05:05:43,235.779,22935900,bgw,0.003676471,1,user_8
381,pw.x,1,272,1,2193,2020-11-23T04:35:27,2020-11-23T05:12:00,243.793,22234700,pw,0.003676471,1,user_8
382,pw2bgw.x,1,272,1,930,2020-11-23T04:35:27,2020-11-23T04:50:57,228.59,21999600,bgw,0.003676471,1,user_8
383,pw.x,1,272,1,1487,2020-11-23T06:51:14,2020-11-23T07:16:01,224.073,22436500,pw,0.003676471,1,user_8
384,pw.x,1,272,1,6037,2020-11-23T06:51:14,2020-11-23T08:31:51,240.203,25706700,pw,0.003676471,1,user_8
385,pw.x,1,272,1,5590,2020-11-23T06:51:14,2020-11-23T08:24:24,230.701,24398500,pw,0.003676471,1,user_8
386,pw.x,1,272,1,860,2020-11-23T06:51:14,2020-11-23T07:05:34,194.747,17357700,pw,0.003676471,1,user_8
387,pw.x,1,272,1,5929,2020-11-23T06:51:14,2020-11-23T08:30:03,217.348,23883100,pw,0.003676471,1,user_8
388,pw2bgw.x,1,272,1,4337,2020-11-23T06:51:14,2020-11-23T08:03:31,235.135,22243900,bgw,0.003676471,1,user_8
389,pw.x,1,272,1,929,2020-11-23T06:51:14,2020-11-23T07:06:43,213.726,18510200,pw,0.003676471,1,user_8
390,pw.x,1,272,1,4287,2020-11-23T07:26:23,2020-11-23T08:37:50,240.919,23504400,pw,0.003676471,1,user_8
391,pw.x,1,272,1,3177,2020-11-23T07:28:38,2020-11-23T08:21:35,232.648,22276800,pw,0.003676471,1,user_8
392,pw.x,1,272,1,600,2020-11-23T08:12:59,2020-11-23T08:22:59,224.05,21587800,pw,0.003676471,1,user_8
393,pw.x,1,272,1,888,2020-11-23T08:15:04,2020-11-23T08:29:52,237.867,21278100,pw,0.003676471,1,user_8
394,pw.x,1,272,1,1706,2020-11-23T08:35:22,2020-11-23T09:03:48,236.235,17807100,pw,0.003676471,1,user_8
395,pw.x,1,272,1,1303,2020-11-23T09:15:36,2020-11-23T09:37:19,243.676,14901800,pw,0.003676471,1,user_8
396,pw.x,1,272,1,2773,2020-11-23T09:26:02,2020-11-23T10:12:15,246.524,23702000,pw,0.003676471,1,user_8
397,pw.x,1,272,1,609,2020-11-23T11:55:10,2020-11-23T12:05:19,229.387,19191500,pw,0.003676471,1,user_8
398,pw.x,1,272,1,5710,2020-11-23T11:55:11,2020-11-23T13:30:21,224.133,24251900,pw,0.003676471,1,user_8
399,pw.x,1,272,1,5510,2020-11-23T11:55:11,2020-11-23T13:27:01,239.002,23922500,pw,0.003676471,1,user_8
400,pw.x,1,272,1,3297,2020-11-23T18:13:48,2020-11-23T19:08:45,217.774,18586800,pw,0.003676471,1,user_8
401,pw.x,1,272,1,4268,2020-11-23T19:26:42,2020-11-23T20:37:50,249.431,33296800,pw,0.003676471,1,user_8
402,pw.x,1,272,1,4691,2020-11-23T20:40:45,2020-11-23T21:58:56,229.135,22366600,pw,0.003676471,1,user_8
403,pw.x,1,272,1,885,2020-11-23T20:40:45,2020-11-23T20:55:30,257.109,44269600,pw,0.003676471,1,user_8
404,pw.x,1,272,1,5580,2020-11-23T20:51:35,2020-11-23T22:24:35,244.256,24474800,pw,0.003676471,1,user_8
405,pw.x,1,272,1,4682,2020-11-23T21:38:08,2020-11-23T22:56:10,242.53,22319000,pw,0.003676471,1,user_8
406,pw.x,1,272,1,5607,2020-11-23T21:53:06,2020-11-23T23:26:33,232.207,24018700,pw,0.003676471,1,user_8
407,pw.x,1,272,1,4910,2020-11-23T22:28:41,2020-11-23T23:50:31,226.034,21179500,pw,0.003676471,1,user_8
408,pw.x,1,272,1,4796,2020-11-24T12:50:39,2020-11-24T14:10:35,230.441,22515900,pw,0.003676471,1,user_8
